"neq","nom","full_address","adresse","ville","province","code_postal","pays","nir","titre","categorie_transport","date_inscription","date_prochaine_maj","code_securite","droit_circulation","droit_exploiter","motif","extra_values","vrac_numero_inscription","vrac_region_exploitation","vrac_nombre_camions","vrac_nom_courtier"
"1140783136","LES ENTREPRISES D'ÉLECTRICITÉ GOUPIL & FILS INC.","","","","","","","R-543090-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140785420","TRANSPORT DE RIPE MARC PELLETIER INC","668, 6e Rang Saint-Damase-de-L'Islet (Québec)  G0R 2X0","668, 6e Rang","Saint-Damase-de-L'Islet","Québec","G0R 2X0","","R-002199-9","Propriétaire et exploitant de véhicules lourds","Marchandises et personnes","1999-04-01 00:00","2026-03-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140785867","BERNIÈRES AUTOMOBILES INC.","488, rue de Bernières Lévis (Québec)  G7A 1E1","488, rue de Bernières","Lévis","Québec","G7A 1E1","","R-124676-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140833543","AUTOCAR CHARTRAND INC.","1325, montée Masson Laval (Québec)  H7C 0G7","1325, montée Masson","Laval","Québec","H7C 0G7","","R-505177-7","Propriétaire et exploitant de véhicules lourds","Personnes","1999-04-01 00:00","2026-10-15","Satisfaisant","Oui","Oui","","permis de transport par autobus,Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1140835563","SKYVIEW FARMS, INC.","717, 8th Street  suite 1 ,  CP 408 Gothenburg (Nebraska)  69138 États-Unis 69138","717, 8th Street  suite 1 ,  CP 408","Gothenburg","Nebraska","69138","États-","R-519881-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140885220","INDUSTRIE-L INC.","425, boul. Guimond Longueuil (Québec)  J4G 1L8","425, boul. Guimond","Longueuil","Québec","J4G 1L8","","R-525772-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140885253","LES ISOLATIONS GIRBEC INC.","6544, rue Valade Laval (Québec)  H7L 4L4","6544, rue Valade","Laval","Québec","H7L 4L4","","R-533027-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-25","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140721912","LES ENTREPRISES BERTHIER INC.","670, rue De Montcalm Berthierville (Québec)  J0K 1A0","670, rue De Montcalm","Berthierville","Québec","J0K 1A0","","R-501100-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2025-12-13","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","4-M-508516","Région 6","2","TRANSPORTEURS EN VRAC DE LANAUDIÈRE INC."
"1140724031","3035778 CANADA INC.","120, ch. de Bolton Centre Saint-Étienne-de-Bolton (Québec)  J0E 2E0","120, ch. de Bolton Centre","Saint-Étienne-de-Bolton","Québec","J0E 2E0","","R-569764-5","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-11-21 12:33","2026-11-25","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140724478","LES PRESSOIRS D'ABBOTSFORD INC.","1140, rang Papineau Saint-Paul-d'Abbotsford (Québec)  J0E 1A0","1140, rang Papineau","Saint-Paul-d'Abbotsford","Québec","J0E 1A0","","R-131647-1","Propriétaire et exploitant de véhicules lourds","Marchandises","2018-09-18 08:21","2026-09-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140725145","FERME BOUDREAULT & FILS INC.","1033, Route 169 Métabetchouan - Lac-à-la-Croix (Québec)  G8G 1A4","1033, Route 169","Métabetchouan - Lac-à-la-Croix","Québec","G8G 1A4","","R-012459-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-12","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140787228","ENDUITS STEF INC.","839, Joseph-Louis-Mathieu Sherbrooke (Québec)  J1R 0X3","839, Joseph-Louis-Mathieu","Sherbrooke","Québec","J1R 0X3","","R-115559-8","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140787251","LOCATION BELLERIE INC.","","","","","","","R-504330-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140787277","CONSTRUCTION RAYMOND POULIN INC.","501, 80e Rue, App. 306 Saint-Georges (Québec)  G5Y 0M5","501, 80e Rue, App. 306","Saint-Georges","Québec","G5Y 0M5","","R-031851-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2000-08-07 09:35","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140789018","9007-3180 QUÉBEC INC.","55, rue Racine est Saguenay (Québec)  G7H 5E8","55, rue Racine est","Saguenay","Québec","G7H 5E8","","","","","","","","","","","Registre des répartiteurs","","","",""
"1140837106","MAISONNEUVE ALUMINIUM INC.","5477, rue Chabot, App. 100 Montréal (Québec)  H2H 1Z1","5477, rue Chabot, App. 100","Montréal","Québec","H2H 1Z1","","R-524186-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-19","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140838138","SUPER PARTY CANADA INC.","888, 3e Avenue Val-d'Or (Québec)  J9P 5E6","888, 3e Avenue","Val-d'Or","Québec","J9P 5E6","","R-042717-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140726853","EXCAVATIONS JEAN-CLAUDE MALENFANT INC.","123, ch. des Raymond Rivière-du-Loup (Québec)  G5R 5X7","123, ch. des Raymond","Rivière-du-Loup","Québec","G5R 5X7","","R-023038-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140726887","PAYSAGISTE ET PAVAGES MI-CAN INC.","10180, rue Sylvain-Garneau Montréal (Québec)  H1C 2G3","10180, rue Sylvain-Garneau","Montréal","Québec","H1C 2G3","","R-504148-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140790099","9007-3255 QUÉBEC INC.","1825, rue Principale Chambord (Québec)  G0W 1G0","1825, rue Principale","Chambord","Québec","G0W 1G0","","R-002636-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2025-12-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","2-Q-511235","Région 2","1","TRANSPORTEURS EN VRAC DU COMTÉ DE ROBERVAL INC."
"1140794992","9007-3529 QUEBEC INC.","","","","","","","R-584572-3","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140839854","CLUB-ODANAK (LA TUQUE) INC.","","","","","","","R-007555-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140841124","GROUP EXPRESS (GROUPEX) INC.","2890, rue Principale,  CP 13 Sainte-Justine-de-Newton (Québec)  J0P 1T0","2890, rue Principale,  CP 13","Sainte-Justine-de-Newton","Québec","J0P 1T0","","R-519900-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140841314","DESTINATION CHIC-CHOCS INC.","170, rte du Parc Sainte-Anne-des-Monts (Québec)  G4V 2C2","170, rte du Parc","Sainte-Anne-des-Monts","Québec","G4V 2C2","","R-007712-4","Sans objet","Personnes","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140842437","3020487 CANADA INC.","1689, Route 344 Saint-Placide (Québec)  J0V 2B0","1689, Route 344","Saint-Placide","Québec","J0V 2B0","","R-508572-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140890410","CAMIONNAGE RICHARD CARRIER INC.","46, Industrial Park Road Showhegan (Maine)  04972 États-Unis 04972","46, Industrial Park Road","Showhegan","Maine","04972","États-","R-010774-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-29","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140890725","TOURBE LANJAY INC.","915, rue Gaudette Saint-Jean-sur-Richelieu (Québec)  J3B 7S7","915, rue Gaudette","Saint-Jean-sur-Richelieu","Québec","J3B 7S7","","R-544546-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140891194","9007-9583 QUÉBEC INC.","140, rue du Domaine-Bériau Saint-Colomban (Québec)  J5K 2B1","140, rue du Domaine-Bériau","Saint-Colomban","Québec","J5K 2B1","","R-009545-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-10","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140727679","9007-0525 QUÉBEC INC.","","","","","","","R-570339-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140728917","TRANSPORT MARTIN SÉVIGNY INC.","22, rue Ronald-Perreault Notre-Dame-des-Prairies (Québec)  J6E 0P3","22, rue Ronald-Perreault","Notre-Dame-des-Prairies","Québec","J6E 0P3","","R-504124-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-11","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","0-M-515416","Région 6","1","L'ASSOCIATION DES TRANSPORTEURS EN VRAC DE LA ZONE DE JOLIETTE INC."
"1140797458","2964-3723 QUÉBEC INC.","1260, rue Volta Boucherville (Québec)  J4B 6G6","1260, rue Volta","Boucherville","Québec","J4B 6G6","","R-603167-9","Propriétaire et exploitant de véhicules lourds","Marchandises","2012-05-16 15:12","2026-06-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140797888","2759-5438 QUÉBEC INC.","9424, ch. de la Côte-de-Liesse Montréal (Québec)  H8T 1A1","9424, ch. de la Côte-de-Liesse","Montréal","Québec","H8T 1A1","","R-546501-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-04","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140798290","EXCALIBUR SPORTS INDUSTRIES INC.","","","","","","","R-561215-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140798498","FERME PINSON INC.","50, rang Dion Saint-Norbert-d'Arthabaska (Québec)  G0P 1B0","50, rang Dion","Saint-Norbert-d'Arthabaska","Québec","G0P 1B0","","R-025101-8","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140799223","LA RENCONTRE,GROUPE D'ENTRAIDE POUR PERS ATTEINTES DE MALADIE MENTALE","","","","","","","R-033094-5","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140843468","CONCEPT DANAT INC.","8170, av. Ouimet Saint-Hyacinthe (Québec)  J2R 1S8","8170, av. Ouimet","Saint-Hyacinthe","Québec","J2R 1S8","","R-104149-1","Exploitant de véhicules lourds","Marchandises","2013-06-19 15:20","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140894057","FERME B.H.S. INC","484, 2e Rang E Saint-Simon (Québec)  J0H 1Y0","484, 2e Rang E","Saint-Simon","Québec","J0H 1Y0","","R-600879-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2011-12-14 15:28","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140733818","POURVOIRIE RIVIÈRE AUX FEUILLES INC.","2238, boul. du Saguenay Saguenay (Québec)  G7S 4H4","2238, boul. du Saguenay","Saguenay","Québec","G7S 4H4","","R-031267-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140736647","PINEBEC INC.","","","","","","","R-527408-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140802019","9007-3974 QUÉBEC INC.","","","","","","","R-032900-4","Propriétaire de véhicules lourds","Sans objet","2001-02-14 13:38","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140843898","ATHENA CONSTRUCTION INC.","2311, rue Principale Dunham (Québec)  J0E 1M0","2311, rue Principale","Dunham","Québec","J0E 1M0","","R-523842-4","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140844144","LES ENTREPRISES BÊTA-SOL INC.","216, rue Plante Lévis (Québec)  G7A 1K1","216, rue Plante","Lévis","Québec","G7A 1K1","","R-052991-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2011-11-14 12:12","2027-01-04","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
